FK_DateID;FK_Product;FK_Customer;DD_OrderID;ShipMode;total_cost;items_number
855;7567;4627;CA-2016-149342;Standard Class;896.31;3
1007;3594;1554;CA-2016-149384;Same Day;3.36;1
1147;1233;1685;CA-2016-149517;Standard Class;60.84;1
1357;6722;1791;CA-2016-149566;Standard Class;51.60;2
1357;4491;1791;CA-2016-149566;Standard Class;51.60;2
725;1292;2500;CA-2016-149587;Second Class;99.26;3
725;5513;2500;CA-2016-149587;Second Class;99.26;3
725;3521;2500;CA-2016-149587;Second Class;99.26;3
924;6100;4504;CA-2016-149601;Standard Class;93.79;2
924;6035;4504;CA-2016-149601;Standard Class;93.79;2
707;5658;4299;CA-2016-149636;Standard Class;31.53;2
707;3485;4299;CA-2016-149636;Standard Class;31.53;2
1231;598;3839;CA-2016-149650;First Class;454.27;1
838;6569;360;CA-2016-149678;Second Class;12.88;1
1143;5077;4557;CA-2016-149713;Second Class;187.94;3
1143;6497;4557;CA-2016-149713;Second Class;187.94;3
1143;5742;4557;CA-2016-149713;Second Class;187.94;3
1095;4073;2095;CA-2016-149734;Standard Class;200.98;1
930;6400;1611;CA-2016-149748;Second Class;345.26;3
930;992;1611;CA-2016-149748;Second Class;345.26;3
930;5288;1611;CA-2016-149748;Second Class;345.26;3
705;3703;1022;CA-2016-149811;Standard Class;72.24;2
705;5667;1022;CA-2016-149811;Standard Class;72.24;2
911;4705;4026;CA-2016-149846;Standard Class;3862.09;4
911;7901;4026;CA-2016-149846;Standard Class;3862.09;4
911;6197;4026;CA-2016-149846;Standard Class;3862.09;4
911;7340;4026;CA-2016-149846;Standard Class;3862.09;4
1287;4959;3749;CA-2016-149909;Standard Class;210.82;3
1287;7552;3749;CA-2016-149909;Standard Class;210.82;3
1287;5166;3749;CA-2016-149909;Standard Class;210.82;3
1154;727;835;CA-2016-149972;First Class;609.43;2
1154;4367;835;CA-2016-149972;First Class;609.43;2
788;4338;1780;CA-2016-149993;First Class;10.90;1
991;5607;4338;CA-2016-150196;First Class;19.44;1
1395;7522;3972;CA-2016-150308;Standard Class;246.16;1
1223;2924;998;CA-2016-150413;Second Class;1.72;1
1064;3669;3734;CA-2016-150441;Second Class;11.36;1
1145;5161;28;CA-2016-150511;Standard Class;18.54;1
1379;4671;4433;CA-2016-150560;First Class;196.62;1
1238;3566;2613;CA-2016-150714;Standard Class;1215.26;5
1238;2081;2613;CA-2016-150714;Standard Class;1215.26;5
1238;4534;2613;CA-2016-150714;Standard Class;1215.26;5
1238;5085;2613;CA-2016-150714;Standard Class;1215.26;5
1238;6129;2613;CA-2016-150714;Standard Class;1215.26;5
813;2671;328;CA-2016-150749;Second Class;5.56;1
879;2327;2737;CA-2016-150770;First Class;460.84;4
879;3332;2737;CA-2016-150770;First Class;460.84;4
879;3190;2737;CA-2016-150770;First Class;460.84;4
879;6672;2737;CA-2016-150770;First Class;460.84;4
1107;277;785;CA-2016-150791;Standard Class;271.76;1
1297;7491;1972;CA-2016-150875;Standard Class;1001.19;2
1297;1494;1972;CA-2016-150875;Standard Class;1001.19;2
1292;6703;3059;CA-2016-151043;Standard Class;47.98;1
857;7817;375;CA-2016-151253;Standard Class;152.91;2
857;2784;375;CA-2016-151253;Standard Class;152.91;2
1152;3827;253;CA-2016-151470;Standard Class;45.58;1
715;6470;196;CA-2016-151547;Standard Class;88.96;1
1436;7984;3875;CA-2016-151589;First Class;435.54;2
1436;5517;3875;CA-2016-151589;First Class;435.54;2
1114;980;4763;CA-2016-151624;Standard Class;21.36;1
1301;801;4527;CA-2016-151680;Second Class;141.96;1
1203;6680;2033;CA-2016-151722;Standard Class;288.00;1
766;4293;2260;CA-2016-151785;Standard Class;7.10;1
866;2111;4527;CA-2016-151841;Standard Class;49.40;2
866;6497;4527;CA-2016-151841;Standard Class;49.40;2
1167;352;1004;CA-2016-151869;Same Day;122.62;2
1167;5453;1004;CA-2016-151869;Same Day;122.62;2
997;3471;2432;CA-2016-152513;Second Class;22.84;1
1220;6323;934;CA-2016-152527;Same Day;77.88;1
746;2705;2486;CA-2016-152611;Second Class;286.79;1
714;2579;4065;CA-2016-152681;Standard Class;6.68;1
1236;1579;4504;CA-2016-152891;Standard Class;313.62;2
1236;2777;4504;CA-2016-152891;Standard Class;313.62;2
1404;776;3795;CA-2016-153038;Standard Class;94.68;3
1404;4061;3795;CA-2016-153038;Standard Class;94.68;3
1404;4677;3795;CA-2016-153038;Standard Class;94.68;3
1286;887;1915;CA-2016-153073;Same Day;17.49;1
765;7557;4161;CA-2016-153108;Standard Class;84.61;2
765;1963;4161;CA-2016-153108;Standard Class;84.61;2
1283;5472;4794;CA-2016-153220;First Class;15.70;1
757;3887;4372;CA-2016-153325;Second Class;58.72;1
1164;305;1194;CA-2016-153381;Standard Class;1423.34;2
1164;3171;1194;CA-2016-153381;Standard Class;1423.34;2
1041;2412;3549;CA-2016-153388;Standard Class;1011.69;2
1041;1696;3549;CA-2016-153388;Standard Class;1011.69;2
1322;5830;4640;CA-2016-153416;Standard Class;568.86;4
1322;5273;4640;CA-2016-153416;Standard Class;568.86;4
1322;3504;4640;CA-2016-153416;Standard Class;568.86;4
1322;3471;4640;CA-2016-153416;Standard Class;568.86;4
975;2939;4433;CA-2016-153423;Standard Class;1217.56;1
907;1046;4182;CA-2016-153535;Standard Class;169.54;2
907;3038;4182;CA-2016-153535;Standard Class;169.54;2
812;623;4247;CA-2016-153549;Second Class;1166.92;1
1420;2193;653;CA-2016-153612;Standard Class;17.12;1
1006;2249;1497;CA-2016-153626;Standard Class;5.16;1
1431;5297;1302;CA-2016-153717;Standard Class;255.58;4
1431;7817;1302;CA-2016-153717;Standard Class;255.58;4
1431;179;1302;CA-2016-153717;Standard Class;255.58;4
1431;2497;1302;CA-2016-153717;Standard Class;255.58;4
1150;3134;108;CA-2016-153738;First Class;37.68;1
1363;7583;3940;CA-2016-153752;Second Class;173.94;1
1122;2209;4032;CA-2016-153794;Standard Class;265.86;1
861;2254;4668;CA-2016-153878;Standard Class;330.15;2
861;1869;4668;CA-2016-153878;Standard Class;330.15;2
784;7540;3277;CA-2016-153906;Standard Class;85.90;1
1411;5662;3104;CA-2016-154144;Standard Class;55.48;1
963;2294;519;CA-2016-154200;Standard Class;51.98;1
1417;2360;4441;CA-2016-154284;Second Class;1349.63;4
1417;7346;4441;CA-2016-154284;Second Class;1349.63;4
1417;1183;4441;CA-2016-154284;Second Class;1349.63;4
1417;7002;4441;CA-2016-154284;Second Class;1349.63;4
1030;1601;4799;CA-2016-154291;Standard Class;457.04;2
1030;4097;4799;CA-2016-154291;Standard Class;457.04;2
741;7627;3963;CA-2016-154326;Standard Class;974.90;3
741;7136;3963;CA-2016-154326;Standard Class;974.90;3
741;7433;3963;CA-2016-154326;Standard Class;974.90;3
1335;2645;1600;CA-2016-154340;First Class;56.30;1
1385;679;2892;CA-2016-154620;Standard Class;348.92;1
1290;2063;3588;CA-2016-154746;First Class;860.07;2
1290;4122;3588;CA-2016-154746;First Class;860.07;2
1411;1055;1902;CA-2016-154795;Standard Class;22.28;2
1411;4193;1902;CA-2016-154795;Standard Class;22.28;2
1072;3076;2666;CA-2016-154823;Standard Class;637.27;3
1072;534;2666;CA-2016-154823;Standard Class;637.27;3
1072;765;2666;CA-2016-154823;Standard Class;637.27;3
1273;6809;4433;CA-2016-154886;Standard Class;119.90;1
752;5357;4367;CA-2016-154900;Standard Class;25.87;2
752;4554;4367;CA-2016-154900;Standard Class;25.87;2
913;4056;1462;CA-2016-154921;Standard Class;186.69;1
998;7972;2041;CA-2016-154956;Standard Class;1099.96;1
706;542;4338;CA-2016-154970;Standard Class;61.58;1
1281;7119;187;CA-2016-155040;Standard Class;79.90;1
955;4041;3695;CA-2016-155054;Standard Class;106.08;3
955;3510;3695;CA-2016-155054;Standard Class;106.08;3
955;7062;3695;CA-2016-155054;Standard Class;106.08;3
1227;8054;3734;CA-2016-155068;Same Day;78.45;3
1227;2520;3734;CA-2016-155068;Same Day;78.45;3
1227;8071;3734;CA-2016-155068;Same Day;78.45;3
781;7860;2686;CA-2016-155124;Standard Class;16.77;1
1435;7066;2674;CA-2016-155145;Second Class;7.92;1
847;7700;1775;CA-2016-155306;Standard Class;2572.50;5
847;2591;1775;CA-2016-155306;Standard Class;2572.50;5
847;6998;1775;CA-2016-155306;Standard Class;2572.50;5
847;2018;1775;CA-2016-155306;Standard Class;2572.50;5
847;5033;1775;CA-2016-155306;Standard Class;2572.50;5
1036;7052;1922;CA-2016-155334;First Class;226.13;3
1036;1215;1922;CA-2016-155334;First Class;226.13;3
1036;3452;1922;CA-2016-155334;First Class;226.13;3
1055;4547;3743;CA-2016-155453;Standard Class;4.60;1
1385;4959;4783;CA-2016-155586;Second Class;54.17;3
1385;2369;4783;CA-2016-155586;Second Class;54.17;3
1385;4196;4783;CA-2016-155586;Second Class;54.17;3
1350;2677;3940;CA-2016-155600;Second Class;1635.01;2
1350;2939;3940;CA-2016-155600;Second Class;1635.01;2
891;3020;3030;CA-2016-155635;Standard Class;48.81;1
1378;6773;4129;CA-2016-155761;Same Day;206.32;2
1378;5979;4129;CA-2016-155761;Same Day;206.32;2
1152;5243;4513;CA-2016-156013;Standard Class;85.84;2
1152;3444;4513;CA-2016-156013;Standard Class;85.84;2
1361;7223;3461;CA-2016-156104;Second Class;999.98;1
1372;4907;1947;CA-2016-156118;Standard Class;15.69;1
1237;7594;127;CA-2016-156146;Second Class;174.30;2
1237;7540;127;CA-2016-156146;Second Class;174.30;2
930;4408;1086;CA-2016-156153;Second Class;7.56;1
1341;7490;3928;CA-2016-156328;Standard Class;177.48;1
1169;7779;3662;CA-2016-156335;Second Class;183.40;3
1169;6822;3662;CA-2016-156335;Second Class;183.40;3
1169;3619;3662;CA-2016-156335;Second Class;183.40;3
1445;3556;4504;CA-2016-156377;Standard Class;18.41;2
1445;1093;4504;CA-2016-156377;Standard Class;18.41;2
1356;1362;3100;CA-2016-156440;Standard Class;44.46;1
730;358;2033;CA-2016-156482;Standard Class;1558.42;3
730;2289;2033;CA-2016-156482;Standard Class;1558.42;3
730;91;2033;CA-2016-156482;Standard Class;1558.42;3
1170;5311;1562;CA-2016-156510;Standard Class;63.14;3
1170;2999;1562;CA-2016-156510;Standard Class;63.14;3
1170;2800;1562;CA-2016-156510;Standard Class;63.14;3
1308;5622;1278;CA-2016-156524;Standard Class;19.65;1
1187;7619;1619;CA-2016-156566;First Class;572.80;1
1232;3846;3289;CA-2016-156608;Standard Class;3.59;1
962;3566;682;CA-2016-156734;First Class;670.00;3
962;5226;682;CA-2016-156734;First Class;670.00;3
962;501;682;CA-2016-156734;First Class;670.00;3
711;6239;4799;CA-2016-156755;Standard Class;465.18;1
1347;5580;2000;CA-2016-156853;Second Class;184.66;1
742;5429;4317;CA-2016-156923;Standard Class;35.88;1
1333;2755;2929;CA-2016-157028;Standard Class;8.28;1
1373;5685;2524;CA-2016-157035;First Class;34.02;1
1409;6831;2213;CA-2016-157084;Standard Class;1941.81;2
1409;7814;2213;CA-2016-157084;Standard Class;1941.81;2
1333;1465;2745;CA-2016-157133;Standard Class;151.96;1
1419;6002;2011;CA-2016-157287;First Class;456.19;2
1419;334;2011;CA-2016-157287;First Class;456.19;2
993;6412;3914;CA-2016-157322;Standard Class;1305.81;5
993;4939;3914;CA-2016-157322;Standard Class;1305.81;5
993;6283;3914;CA-2016-157322;Standard Class;1305.81;5
993;566;3914;CA-2016-157322;Standard Class;1305.81;5
993;623;3914;CA-2016-157322;Standard Class;1305.81;5
942;4914;1929;CA-2016-157343;Standard Class;52.24;3
942;2579;1929;CA-2016-157343;Standard Class;52.24;3
942;3726;1929;CA-2016-157343;Standard Class;52.24;3
870;5092;2287;CA-2016-157434;Second Class;7.96;1
1387;7545;3831;CA-2016-157770;First Class;808.66;4
1387;2820;3831;CA-2016-157770;First Class;808.66;4
1387;6762;3831;CA-2016-157770;First Class;808.66;4
1387;7020;3831;CA-2016-157770;First Class;808.66;4
1089;7996;3906;CA-2016-157805;Standard Class;555.96;1
799;5938;1127;CA-2016-157812;Standard Class;162.07;3
799;2880;1127;CA-2016-157812;Standard Class;162.07;3
799;6614;1127;CA-2016-157812;Standard Class;162.07;3
726;1374;3993;CA-2016-157959;First Class;136.92;1
1413;2077;2381;CA-2016-158148;Standard Class;36.27;1
1339;956;67;CA-2016-158323;First Class;17.08;1
970;6794;395;CA-2016-158351;Second Class;319.98;1
1156;6387;1801;CA-2016-158421;Standard Class;3631.96;9
1156;4109;1801;CA-2016-158421;Standard Class;3631.96;9
1156;7736;1801;CA-2016-158421;Standard Class;3631.96;9
1156;7401;1801;CA-2016-158421;Standard Class;3631.96;9
1156;2820;1801;CA-2016-158421;Standard Class;3631.96;9
1156;5177;1801;CA-2016-158421;Standard Class;3631.96;9
1156;6201;1801;CA-2016-158421;Standard Class;3631.96;9
1156;5886;1801;CA-2016-158421;Standard Class;3631.96;9
1156;234;1801;CA-2016-158421;Standard Class;3631.96;9
1425;4436;2689;CA-2016-158456;Standard Class;65.85;2
1425;3069;2689;CA-2016-158456;Standard Class;65.85;2
938;6800;598;CA-2016-158491;Second Class;1109.95;2
938;7081;598;CA-2016-158491;Second Class;1109.95;2
1277;5645;934;CA-2016-158554;Same Day;11.35;1
1280;6296;4104;CA-2016-158659;Second Class;714.30;1
706;2162;2322;CA-2016-158701;Standard Class;143.52;2
706;3129;2322;CA-2016-158701;Standard Class;143.52;2
1434;4376;423;CA-2016-158792;Standard Class;22.20;1
1412;5793;216;CA-2016-158918;Second Class;17.12;1
1326;7228;1462;CA-2016-158939;Standard Class;599.99;1
895;5690;1058;CA-2016-159380;Standard Class;38.52;2
895;5630;1058;CA-2016-159380;Standard Class;38.52;2
1021;2584;2531;CA-2016-159590;First Class;5.76;1
1170;3477;4026;CA-2016-159779;Standard Class;68.62;1
1214;1539;3917;CA-2016-159786;Second Class;209.67;1
1097;6602;1420;CA-2016-159863;Second Class;134.37;1
1328;2852;4464;CA-2016-160059;Standard Class;6.24;1
1223;1807;3934;CA-2016-160171;Standard Class;1910.70;2
1223;6680;3934;CA-2016-160171;Standard Class;1910.70;2
771;5617;298;CA-2016-160213;Standard Class;19.44;1
1254;407;1532;CA-2016-160227;First Class;2621.32;1
1024;6857;3917;CA-2016-160472;Second Class;1238.33;6
1024;5877;3917;CA-2016-160472;Second Class;1238.33;6
1024;4066;3917;CA-2016-160472;Second Class;1238.33;6
1024;4903;3917;CA-2016-160472;Second Class;1238.33;6
1024;5500;3917;CA-2016-160472;Second Class;1238.33;6
1024;6308;3917;CA-2016-160472;Second Class;1238.33;6
1105;4396;888;CA-2016-160696;Standard Class;7.24;1
1167;3737;558;CA-2016-160787;Same Day;2.94;1
1045;5685;3277;CA-2016-160794;First Class;27.21;1
879;3978;3401;CA-2016-160864;First Class;13.84;1
1202;6035;4170;CA-2016-161214;Second Class;77.55;1
935;5193;840;CA-2016-161242;Standard Class;11.76;1
846;1979;4627;CA-2016-161263;Standard Class;239.20;6
846;7671;4627;CA-2016-161263;Standard Class;239.20;6
846;4396;4627;CA-2016-161263;Standard Class;239.20;6
846;4432;4627;CA-2016-161263;Standard Class;239.20;6
846;3905;4627;CA-2016-161263;Standard Class;239.20;6
846;2791;4627;CA-2016-161263;Standard Class;239.20;6
1109;2436;807;CA-2016-161445;Second Class;140.73;1
826;607;703;CA-2016-161452;Standard Class;892.22;1
1002;602;4233;CA-2016-161627;Standard Class;170.35;1
1333;4128;2959;CA-2016-161711;Standard Class;130.40;2
1333;756;2959;CA-2016-161711;Standard Class;130.40;2
1353;7405;4287;CA-2016-161718;Standard Class;794.57;4
1353;1101;4287;CA-2016-161718;Standard Class;794.57;4
1353;444;4287;CA-2016-161718;Standard Class;794.57;4
1353;501;4287;CA-2016-161718;Standard Class;794.57;4
1306;7308;1836;CA-2016-161767;Standard Class;479.98;1
1414;2428;166;CA-2016-161795;Second Class;3.00;1
1162;2722;3030;CA-2016-161830;Second Class;50.91;2
1162;3069;3030;CA-2016-161830;Second Class;50.91;2
875;2714;1120;CA-2016-161998;Standard Class;277.63;3
875;903;1120;CA-2016-161998;Standard Class;277.63;3
875;6562;1120;CA-2016-161998;Standard Class;277.63;3
1258;722;1719;CA-2016-162047;First Class;1448.82;1
1113;5393;3440;CA-2016-162166;First Class;68.28;2
1113;6209;3440;CA-2016-162166;First Class;68.28;2
1066;5825;4687;CA-2016-162369;Standard Class;323.10;1
1316;2558;1929;CA-2016-162376;Second Class;77.06;2
1316;4832;1929;CA-2016-162376;Second Class;77.06;2
1239;1014;3831;CA-2016-162537;Standard Class;104.51;4
1239;1159;3831;CA-2016-162537;Standard Class;104.51;4
1239;6392;3831;CA-2016-162537;Standard Class;104.51;4
1239;4228;3831;CA-2016-162537;Standard Class;104.51;4
1397;5796;4179;CA-2016-162544;First Class;4.98;1
897;3550;3940;CA-2016-162607;Standard Class;14.59;1
1102;6549;709;CA-2016-162621;Standard Class;89.86;3
1102;3733;709;CA-2016-162621;Standard Class;89.86;3
1102;3020;709;CA-2016-162621;Standard Class;89.86;3
1207;3446;4094;CA-2016-162761;Standard Class;50.46;3
1207;2400;4094;CA-2016-162761;Standard Class;50.46;3
1207;2852;4094;CA-2016-162761;Standard Class;50.46;3
749;3659;3719;CA-2016-162782;Standard Class;2541.98;1
1266;270;4396;CA-2016-162887;Second Class;715.20;1
985;5513;1455;CA-2016-162950;Second Class;498.49;2
985;58;1455;CA-2016-162950;Second Class;498.49;2
1284;6180;3047;CA-2016-162964;Standard Class;304.22;3
1284;5539;3047;CA-2016-162964;Standard Class;304.22;3
1284;4189;3047;CA-2016-162964;Standard Class;304.22;3
1056;1700;1420;CA-2016-163055;Standard Class;646.63;3
1056;6205;1420;CA-2016-163055;Standard Class;646.63;3
1056;2291;1420;CA-2016-163055;Standard Class;646.63;3
1299;6524;1834;CA-2016-163090;Second Class;40.92;1
792;5230;3006;CA-2016-163104;Standard Class;11.96;1
1269;5849;36;CA-2016-163181;Standard Class;671.00;6
1269;7276;36;CA-2016-163181;Standard Class;671.00;6
1269;2930;36;CA-2016-163181;Standard Class;671.00;6
1269;765;36;CA-2016-163181;Standard Class;671.00;6
1269;6121;36;CA-2016-163181;Standard Class;671.00;6
1269;2391;36;CA-2016-163181;Standard Class;671.00;6
1048;4717;1628;CA-2016-163237;Second Class;520.03;2
1048;7898;1628;CA-2016-163237;Second Class;520.03;2
798;7405;3861;CA-2016-163440;First Class;15.98;1
779;3582;1645;CA-2016-163587;Standard Class;688.46;2
779;4705;1645;CA-2016-163587;Standard Class;688.46;2
968;6342;2645;CA-2016-163734;Standard Class;228.92;1
1328;2423;2132;CA-2016-163762;Standard Class;29.79;1
1049;4041;3482;CA-2016-163895;Standard Class;3.30;1
928;6628;421;CA-2016-163923;Standard Class;151.96;1
1309;3955;4367;CA-2016-163965;Standard Class;377.90;4
1309;5969;4367;CA-2016-163965;Standard Class;377.90;4
1309;21;4367;CA-2016-163965;Standard Class;377.90;4
1309;3997;4367;CA-2016-163965;Standard Class;377.90;4
943;7024;3063;CA-2016-164007;Standard Class;145.50;2
943;2101;3063;CA-2016-164007;Standard Class;145.50;2
1111;2959;134;CA-2016-164084;Standard Class;654.77;5
1111;1691;134;CA-2016-164084;Standard Class;654.77;5
1111;6331;134;CA-2016-164084;Standard Class;654.77;5
1111;4396;134;CA-2016-164084;Standard Class;654.77;5
1111;6860;134;CA-2016-164084;Standard Class;654.77;5
999;6100;3307;CA-2016-164336;Standard Class;73.77;2
999;6880;3307;CA-2016-164336;Standard Class;73.77;2
1040;7119;281;CA-2016-164427;Standard Class;239.70;1
1274;3298;74;CA-2016-164441;Standard Class;70.21;2
1274;5133;74;CA-2016-164441;Standard Class;70.21;2
1331;2151;239;CA-2016-164497;First Class;45.28;1
1298;1991;3653;CA-2016-164539;Standard Class;523.25;1
958;7662;1836;CA-2016-164567;Standard Class;225.57;1
1224;4822;3265;CA-2016-164623;First Class;24.56;1
721;398;4073;CA-2016-164777;First Class;2803.92;1
936;2780;2824;CA-2016-164833;Same Day;16.64;2
936;4485;2824;CA-2016-164833;Same Day;16.64;2
1244;6558;4179;CA-2016-164882;Same Day;2562.17;9
1244;7574;4179;CA-2016-164882;Same Day;2562.17;9
1244;4286;4179;CA-2016-164882;Same Day;2562.17;9
1244;6331;4179;CA-2016-164882;Same Day;2562.17;9
1244;71;4179;CA-2016-164882;Same Day;2562.17;9
1244;2749;4179;CA-2016-164882;Same Day;2562.17;9
1244;630;4179;CA-2016-164882;Same Day;2562.17;9
1244;3941;4179;CA-2016-164882;Same Day;2562.17;9
1244;4781;4179;CA-2016-164882;Same Day;2562.17;9
1367;7508;187;CA-2016-165050;First Class;801.98;3
1367;3038;187;CA-2016-165050;First Class;801.98;3
1367;3752;187;CA-2016-165050;First Class;801.98;3
1121;4625;4113;CA-2016-165057;Standard Class;189.99;2
1121;2777;4113;CA-2016-165057;Standard Class;189.99;2
1437;2002;668;CA-2016-165085;Standard Class;384.86;2
1437;4936;668;CA-2016-165085;Standard Class;384.86;2
901;6320;1959;CA-2016-165162;Standard Class;1117.92;1
1415;7696;2883;CA-2016-165414;First Class;47.97;1
906;5595;225;CA-2016-165554;Standard Class;10.86;1
1077;4625;1715;CA-2016-165624;Standard Class;1142.43;7
1077;5380;1715;CA-2016-165624;Standard Class;1142.43;7
1077;1911;1715;CA-2016-165624;Standard Class;1142.43;7
1077;1843;1715;CA-2016-165624;Standard Class;1142.43;7
1077;5347;1715;CA-2016-165624;Standard Class;1142.43;7
1077;7136;1715;CA-2016-165624;Standard Class;1142.43;7
1077;5630;1715;CA-2016-165624;Standard Class;1142.43;7
986;347;4182;CA-2016-165799;First Class;117.88;1
793;6392;558;CA-2016-165813;Second Class;29.30;1
1189;6266;4088;CA-2016-166135;Standard Class;139.42;1
1084;7972;604;CA-2016-166219;Standard Class;1203.44;2
1084;1757;604;CA-2016-166219;Standard Class;1203.44;2
1360;3521;3233;CA-2016-166338;First Class;14.83;1
1124;4525;3578;CA-2016-166464;Standard Class;492.58;2
1124;7195;3578;CA-2016-166464;Standard Class;492.58;2
829;5343;3951;CA-2016-166492;First Class;48.50;2
829;6159;3951;CA-2016-166492;First Class;48.50;2
983;7574;4714;CA-2016-166583;Standard Class;971.88;1
902;4238;204;CA-2016-166604;Second Class;17.94;1
1303;2169;113;CA-2016-166800;Standard Class;31.08;1
940;727;1483;CA-2016-166947;Standard Class;1522.63;1
1325;1320;4219;CA-2016-166975;Standard Class;692.47;1
825;7798;4761;CA-2016-167010;Standard Class;1636.35;8
825;3355;4761;CA-2016-167010;Standard Class;1636.35;8
825;6363;4761;CA-2016-167010;Standard Class;1636.35;8
825;2119;4761;CA-2016-167010;Standard Class;1636.35;8
825;890;4761;CA-2016-167010;Standard Class;1636.35;8
825;930;4761;CA-2016-167010;Standard Class;1636.35;8
825;7396;4761;CA-2016-167010;Standard Class;1636.35;8
825;170;4761;CA-2016-167010;Standard Class;1636.35;8
1180;6035;3906;CA-2016-167255;Second Class;175.29;3
1180;5357;3906;CA-2016-167255;Second Class;175.29;3
1180;5552;3906;CA-2016-167255;Second Class;175.29;3
961;4196;3536;CA-2016-167269;Standard Class;6.20;1
807;5233;1856;CA-2016-167374;Second Class;56.80;2
807;7150;1856;CA-2016-167374;Second Class;56.80;2
780;5283;216;CA-2016-167479;Standard Class;19.44;1
1137;4128;415;CA-2016-167696;Standard Class;31.12;1
1144;962;1791;CA-2016-167745;Standard Class;52.98;3
1144;6587;1791;CA-2016-167745;Standard Class;52.98;3
1144;2649;1791;CA-2016-167745;Standard Class;52.98;3
1200;347;1216;CA-2016-168004;Second Class;392.94;1
1117;4881;45;CA-2016-168186;Standard Class;14.94;1
1256;3162;2892;CA-2016-168207;Standard Class;738.89;4
1256;3628;2892;CA-2016-168207;Standard Class;738.89;4
1256;1469;2892;CA-2016-168207;Standard Class;738.89;4
1256;176;2892;CA-2016-168207;Standard Class;738.89;4
926;4705;2500;CA-2016-168277;Standard Class;12.39;1
1318;4436;2952;CA-2016-168459;Standard Class;58.05;2
1318;3737;2952;CA-2016-168459;Standard Class;58.05;2
1157;9;1314;CA-2016-168480;Standard Class;220.31;2
1157;2294;1314;CA-2016-168480;Standard Class;220.31;2
1204;959;2935;CA-2016-168529;Standard Class;145.90;1
1051;4041;4680;CA-2016-168564;Same Day;158.67;3
1051;3452;4680;CA-2016-168564;Same Day;158.67;3
1051;284;4680;CA-2016-168564;Same Day;158.67;3
1363;1927;98;CA-2016-168634;Standard Class;7.78;1
721;258;4386;CA-2016-168746;Second Class;769.33;3
721;7458;4386;CA-2016-168746;Second Class;769.33;3
721;7745;4386;CA-2016-168746;Second Class;769.33;3
1160;2146;3190;CA-2016-168760;Second Class;61.44;1
832;2989;1314;CA-2016-168767;Standard Class;12.83;1
1080;935;2996;CA-2016-168809;Same Day;31.78;3
1080;2902;2996;CA-2016-168809;Same Day;31.78;3
1080;1077;2996;CA-2016-168809;Same Day;31.78;3
1183;1832;1947;CA-2016-169201;First Class;86.82;2
1183;1947;1947;CA-2016-169201;First Class;86.82;2
908;3223;3038;CA-2016-169278;Standard Class;26.97;1
1078;2463;1346;CA-2016-169299;First Class;7.15;1
1423;756;2066;CA-2016-169397;First Class;627.92;6
1423;4286;2066;CA-2016-169397;First Class;627.92;6
1423;5645;2066;CA-2016-169397;First Class;627.92;6
1423;3521;2066;CA-2016-169397;First Class;627.92;6
1423;7283;2066;CA-2016-169397;First Class;627.92;6
1423;2452;2066;CA-2016-169397;First Class;627.92;6
1094;4566;2237;CA-2016-169537;Second Class;7.50;1
1106;3497;134;CA-2016-169572;Standard Class;46.62;1
1063;6363;1591;CA-2016-169656;First Class;422.85;1
712;4631;2686;CA-2016-169677;Second Class;9.82;1
1226;5957;1856;CA-2016-169733;Second Class;9.95;1
747;6687;2829;CA-2016-169740;Standard Class;29.99;1
1279;7252;1379;CA-2016-169796;Standard Class;2339.84;2
1279;6078;1379;CA-2016-169796;Standard Class;2339.84;2
2205;2915;465;CA-2017-100041;Standard Class;328.54;3
2205;4867;465;CA-2017-100041;Standard Class;328.54;3
2205;5123;465;CA-2017-100041;Standard Class;328.54;3
2217;4812;830;CA-2017-100083;Standard Class;24.78;1
2288;6791;2604;CA-2017-100153;Standard Class;63.88;1
2347;7749;429;CA-2017-100202;Standard Class;302.37;1
2027;5082;1871;CA-2017-100244;Standard Class;475.69;5
2027;3688;1871;CA-2017-100244;Standard Class;475.69;5
2027;2282;1871;CA-2017-100244;Standard Class;475.69;5
2027;5347;1871;CA-2017-100244;Standard Class;475.69;5
2027;3028;1871;CA-2017-100244;Standard Class;475.69;5
1794;1877;3124;CA-2017-100300;Second Class;4823.09;3
1794;4867;3124;CA-2017-100300;Second Class;4823.09;3
1794;7274;3124;CA-2017-100300;Second Class;4823.09;3
2294;5382;4527;CA-2017-100307;Standard Class;19.44;1
2219;7499;346;CA-2017-100468;Standard Class;43.46;2
2219;734;346;CA-2017-100468;Standard Class;43.46;2
1685;7632;1986;CA-2017-100510;Standard Class;641.98;2
1685;809;1986;CA-2017-100510;Standard Class;641.98;2
2138;6432;1054;CA-2017-100671;First Class;111.67;1
1803;2554;2227;CA-2017-100790;Standard Class;718.95;2
1803;5934;2227;CA-2017-100790;Standard Class;718.95;2
2039;305;1544;CA-2017-100944;Standard Class;868.14;2
2039;4109;1544;CA-2017-100944;Standard Class;868.14;2
1825;1183;3928;CA-2017-100965;Standard Class;215.65;1
1496;4631;375;CA-2017-100993;Standard Class;918.96;4
1496;6400;375;CA-2017-100993;Standard Class;918.96;4
1496;1528;375;CA-2017-100993;Standard Class;918.96;4
1496;7525;375;CA-2017-100993;Standard Class;918.96;4
2092;1238;690;CA-2017-101161;Standard Class;279.67;5
